STATION,NAME,DATE,PRCP,SNWD,TAVG,TMAX,TMIN,WDFG,WSFG
CA006131983,"DELHI CS, ON CA",28-12-2021,0.14,0,33,36,30,,
CA006131983,"DELHI CS, ON CA",29-12-2021,0.01,0.8,34,36,31,,
CA006131983,"DELHI CS, ON CA",30-12-2021,0,,32,35,29,,
CA006131983,"DELHI CS, ON CA",31-12-2021,0.02,,40,46,33,,
CA006131983,"DELHI CS, ON CA",01-01-2022,0.28,,34,41,27,,
CA006131983,"DELHI CS, ON CA",02-01-2022,0.05,1.6,16,27,4,2,76.1
CA006131983,"DELHI CS, ON CA",03-01-2022,0,1.2,12,21,3,,
CA006131983,"DELHI CS, ON CA",04-01-2022,0,1.2,24,35,13,,
CA006131983,"DELHI CS, ON CA",05-01-2022,0.04,1.2,28,39,18,25,149.9
CA006131983,"DELHI CS, ON CA",06-01-2022,0,,20,24,16,25,78.3
CA006131983,"DELHI CS, ON CA",07-01-2022,0,,15,21,8,,
CA006131983,"DELHI CS, ON CA",08-01-2022,0.01,,19,34,4,23,94
CA006131983,"DELHI CS, ON CA",09-01-2022,0.21,,28,39,17,30,109.6
CA006131983,"DELHI CS, ON CA",10-01-2022,0.01,,12,17,8,31,98.4
CA006131983,"DELHI CS, ON CA",11-01-2022,0,,18,30,6,21,91.7
CA006131983,"DELHI CS, ON CA",12-01-2022,0,,32,34,30,25,96.2
CA006131983,"DELHI CS, ON CA",13-01-2022,0,,29,34,25,,
CA006131983,"DELHI CS, ON CA",14-01-2022,0,,16,27,4,,
CA006131983,"DELHI CS, ON CA",15-01-2022,0,,6,13,-2,,
CA006131983,"DELHI CS, ON CA",16-01-2022,0.19,,16,29,3,,
CA006131983,"DELHI CS, ON CA",17-01-2022,0.57,4.7,26,29,23,33,102.9
CA006131983,"DELHI CS, ON CA",18-01-2022,0.05,6.3,26,30,21,21,87.2
CA006131983,"DELHI CS, ON CA",19-01-2022,0,5.9,30,40,20,24,107.4
CA006131983,"DELHI CS, ON CA",20-01-2022,0,2.8,10,20,-1,,
CA006131983,"DELHI CS, ON CA",21-01-2022,0,3.1,3,15,-9,,
CA006131983,"DELHI CS, ON CA",22-01-2022,0.03,2.8,8,25,-10,25,96.2
CA006131983,"DELHI CS, ON CA",23-01-2022,0.08,3.1,11,25,-2,,
CA006131983,"DELHI CS, ON CA",24-01-2022,0.23,3.9,10,22,-2,,
CA006131983,"DELHI CS, ON CA",25-01-2022,0,7.9,14,20,7,,
CA006131983,"DELHI CS, ON CA",26-01-2022,0,7.1,10,17,2,,
CA006131983,"DELHI CS, ON CA",27-01-2022,0.06,6.3,20,26,15,26,94
CA006131983,"DELHI CS, ON CA",28-01-2022,0,5.1,6,24,-12,,
CA006131983,"DELHI CS, ON CA",29-01-2022,0,4.7,1,14,-11,,
CA006131983,"DELHI CS, ON CA",30-01-2022,0,4.7,8,21,-5,,
CA006131983,"DELHI CS, ON CA",31-01-2022,0,4.7,14,31,-3,,
CA006131983,"DELHI CS, ON CA",01-02-2022,0,4.7,24,42,5,21,98.4
CA006131983,"DELHI CS, ON CA",02-02-2022,0.7,3.5,32,40,24,19,71.6
CA006131983,"DELHI CS, ON CA",03-02-2022,0.3,5.1,19,24,13,6,73.8
CA006131983,"DELHI CS, ON CA",04-02-2022,0.02,7.5,10,18,1,,
CA006131983,"DELHI CS, ON CA",05-02-2022,0,6.7,8,21,-5,,
CA006131983,"DELHI CS, ON CA",06-02-2022,0,6.7,22,31,12,21,82.8
CA006131983,"DELHI CS, ON CA",07-02-2022,0,6.3,25,33,18,,
CA006131983,"DELHI CS, ON CA",08-02-2022,0,6.3,22,28,15,,
CA006131983,"DELHI CS, ON CA",09-02-2022,0,6.3,30,41,19,24,80.5
CA006131983,"DELHI CS, ON CA",10-02-2022,0.04,4.7,32,35,30,26,76.1
CA006131983,"DELHI CS, ON CA",11-02-2022,0.39,4.7,33,39,27,26,107.4
CA006131983,"DELHI CS, ON CA",12-02-2022,0,3.9,23,35,11,33,89.5
CA006131983,"DELHI CS, ON CA",13-02-2022,0,3.9,12,20,4,,
CA006131983,"DELHI CS, ON CA",14-02-2022,0,3.9,7,16,-1,,
CA006131983,"DELHI CS, ON CA",15-02-2022,0,3.5,15,27,4,,
CA006131983,"DELHI CS, ON CA",16-02-2022,0.02,3.9,34,51,18,23,111.8
CA006131983,"DELHI CS, ON CA",17-02-2022,1.42,,37,50,24,36,89.5
CA006131983,"DELHI CS, ON CA",18-02-2022,0.02,2.4,20,24,16,20,96.2
CA006131983,"DELHI CS, ON CA",19-02-2022,0.06,2,22,30,14,31,125.3
CA006131983,"DELHI CS, ON CA",20-02-2022,0,0.8,30,45,14,21,109.6
CA006131983,"DELHI CS, ON CA",21-02-2022,0,,37,47,26,,
CA006131983,"DELHI CS, ON CA",22-02-2022,0.56,,41,50,33,30,100.7
CA006131983,"DELHI CS, ON CA",23-02-2022,0,,28,42,14,32,105.1
CA006131983,"DELHI CS, ON CA",24-02-2022,0.03,,19,25,13,7,82.8
CA006131983,"DELHI CS, ON CA",25-02-2022,0.08,,17,23,10,1,76.1
CA006131983,"DELHI CS, ON CA",26-02-2022,0,,18,28,9,26,102.9
CA006131983,"DELHI CS, ON CA",27-02-2022,0,,27,33,22,28,94
CA006131983,"DELHI CS, ON CA",28-02-2022,0,,20,26,13,,
CA006131983,"DELHI CS, ON CA",01-03-2022,0,,31,41,20,23,73.8
CA006131983,"DELHI CS, ON CA",02-03-2022,0.04,,30,35,25,1,114.1
CA006131983,"DELHI CS, ON CA",03-03-2022,0,,20,25,14,35,94
CA006131983,"DELHI CS, ON CA",04-03-2022,0,,22,31,13,,
CA006131983,"DELHI CS, ON CA",05-03-2022,0,,34,43,25,,
CA006131983,"DELHI CS, ON CA",06-03-2022,0.37,,46,59,33,26,138.7
CA006131983,"DELHI CS, ON CA",07-03-2022,0.23,0,32,35,29,32,134.2
CA006131983,"DELHI CS, ON CA",08-03-2022,0,,30,35,25,31,76.1
CA006131983,"DELHI CS, ON CA",09-03-2022,0,,33,40,26,,
CA006131983,"DELHI CS, ON CA",10-03-2022,0,,32,38,26,,
CA006131983,"DELHI CS, ON CA",11-03-2022,0.17,,29,33,25,,
CA006131983,"DELHI CS, ON CA",12-03-2022,0,0,21,26,16,33,118.6
CA006131983,"DELHI CS, ON CA",13-03-2022,0.07,,21,30,11,24,80.5
CA006131983,"DELHI CS, ON CA",14-03-2022,0,0.4,31,48,15,,
CA006131983,"DELHI CS, ON CA",15-03-2022,0,,35,40,31,,
CA006131983,"DELHI CS, ON CA",16-03-2022,0,,44,61,28,,
CA006131983,"DELHI CS, ON CA",17-03-2022,0,,48,66,29,,
CA006131983,"DELHI CS, ON CA",18-03-2022,0.22,,49,65,34,16,125.3
CA006131983,"DELHI CS, ON CA",19-03-2022,0.27,,47,55,39,25,109.6
CA006131983,"DELHI CS, ON CA",20-03-2022,0.03,,41,51,31,33,91.7
CA006131983,"DELHI CS, ON CA",21-03-2022,0.09,,42,56,28,34,69.3
CA006131983,"DELHI CS, ON CA",22-03-2022,0,,37,42,32,,
CA006131983,"DELHI CS, ON CA",23-03-2022,0.78,,37,39,35,13,69.3
CA006131983,"DELHI CS, ON CA",24-03-2022,0,,44,49,38,22,98.4
CA006131983,"DELHI CS, ON CA",25-03-2022,0.01,,38,40,36,,
CA006131983,"DELHI CS, ON CA",26-03-2022,0.05,,33,39,27,34,100.7
CA006131983,"DELHI CS, ON CA",27-03-2022,0.02,,22,27,18,33,138.7
CA006131983,"DELHI CS, ON CA",28-03-2022,0.01,,18,22,14,31,105.1
CA006131983,"DELHI CS, ON CA",29-03-2022,0,,25,35,15,,
CA006131983,"DELHI CS, ON CA",30-03-2022,0.07,,34,43,24,,
CA006131983,"DELHI CS, ON CA",31-03-2022,0.08,,50,62,37,24,147.6
CA006131983,"DELHI CS, ON CA",01-04-2022,0.02,,32,38,27,32,96.2
CA006131983,"DELHI CS, ON CA",02-04-2022,0,,32,42,22,,
CA006131983,"DELHI CS, ON CA",03-04-2022,0,,34,39,29,,
CA006131983,"DELHI CS, ON CA",04-04-2022,0,,33,43,24,,
CA006131983,"DELHI CS, ON CA",05-04-2022,0.01,,49,60,38,,
CA006131983,"DELHI CS, ON CA",06-04-2022,0.19,,48,61,36,16,89.5
CA006131983,"DELHI CS, ON CA",07-04-2022,0,,46,56,35,24,76.1
CA006131983,"DELHI CS, ON CA",08-04-2022,0,,40,48,33,22,78.3
CA006131983,"DELHI CS, ON CA",09-04-2022,0,,38,42,34,,
CA006131983,"DELHI CS, ON CA",10-04-2022,0,,38,47,28,32,78.3
CA006131983,"DELHI CS, ON CA",11-04-2022,0.07,,44,60,29,21,82.8
CA006131983,"DELHI CS, ON CA",12-04-2022,0.01,,51,65,37,,
